Marca,Modelo,Año,Color,Precio_EUR,Potencia_HP,Aceleracion_0_100_s,Pais_fabricacion,VIN
Lamborghini,Aventador S,2024,Blanco,396800.0,759,2.85,Italia,ZHWS6GAF5MAB61XD8
Porsche,911 Turbo S (992),2024,Azul,166100.0,661,2.68,Alemania,WP0T0HCYF3UDRCJN8
Chevrolet,Corvette C8 Z06,2023,Gris,125300.0,685,2.68,EE.UU.,1G1GY07SCG8B7F82E
McLaren,570S,2021,Naranja,143800.0,564,3.19,Reino Unido,SBMDH70D70T6MDV99
Lamborghini,Aventador S,2021,Verde lima,284600.0,749,2.82,Italia,ZHWC9DRNCFYYHU3G0
Nissan,GT-R Nismo,2014,Verde lima,192300.0,612,2.76,Japón,JN1JDT7J9JHBU0X4W
Chevrolet,Corvette C8 Stingray,2023,Gris,98200.0,491,3.08,EE.UU.,1G1HAXEV81FYREZ97
Bugatti,Chiron,2017,Negro,2051800.0,1529,2.37,Francia,VF9KS146FJGFBY091
Aston Martin,DBS Superleggera,2021,Azul,246400.0,728,3.2,Reino Unido,SCFB6KUGHCSN6RXCF
Aston Martin,DBS Superleggera,2021,Azul,290800.0,732,3.5,Reino Unido,SCFMYEU1468ET2DWT
Lamborghini,Huracán EVO,2020,Azul,177600.0,676,3.12,Italia,ZHWDP62G0T7HVD5MF
Lamborghini,Aventador S,2020,Rojo,372100.0,733,2.98,Italia,ZHWXHA0YDTM65ZEH0
Nissan,GT-R Nismo,2016,Rojo,190800.0,588,2.54,Japón,JN161HCBAE2BCDC8J
BMW,M4 Competition (G82),2022,Rojo,106200.0,491,4.02,Alemania,WBS7DPKU94AXR0AP2
Porsche,911 Turbo S (992),2021,Amarillo,275500.0,637,2.47,Alemania,WP09T6UEAHMVADVUB
BMW,M4 Competition (G82),2022,Rojo,111500.0,526,3.88,Alemania,WBSCSJRW5783E7XS8
Ferrari,F8 Tributo,2019,Azul eléctrico,262300.0,701,2.88,Italia,ZFF4F5M5GGM8B2UYD
Porsche,911 GT3 (992),2021,Azul eléctrico,171000.0,518,3.43,Alemania,WP09V4U5LWAHM1201
Ferrari,488 GTB,2024,Amarillo,258700.0,686,2.85,Italia,ZFF5CX6VP319NLR7Z
Aston Martin,Vantage,2018,Azul eléctrico,141300.0,515,3.6,Reino Unido,SCF9XJY49BJZ2LRX2
Nissan,GT-R Nismo,2017,Gris,230000.0,596,2.81,Japón,JN1NM5PH9SR7FT9HZ
McLaren,570S,2015,Blanco,188400.0,577,3.32,Reino Unido,SBMKAR22X3TDFTWN1
Porsche,911 Turbo S (992),2023,Negro,255400.0,654,2.73,Alemania,WP070GGBXYFCRC4SH
McLaren,570S,2021,Rojo burdeos,198700.0,537,3.22,Reino Unido,SBMJAKTKA1FT8PUD6
Aston Martin,Vantage,2021,Negro,153300.0,521,3.58,Reino Unido,SCFRANPJ2BSEPMBJC
Ferrari,488 GTB,2019,Gris,204600.0,671,2.93,Italia,ZFFHJZZ1E6PFZBHM8
BMW,M4 Competition (G82),2023,Gris mate,93700.0,492,3.78,Alemania,WBS3JFDDDNCGL7SE9
Lamborghini,Aventador S,2024,Azul eléctrico,394400.0,728,3.06,Italia,ZHWW73CF5CYD8SLE2
Nissan,GT-R Nismo,2023,Azul eléctrico,247000.0,615,2.65,Japón,JN1YLR6WZT00BD116
Aston Martin,DBS Superleggera,2019,Rojo burdeos,259900.0,716,3.41,Reino Unido,SCF0FRMXYGJ7T0DSP
Chevrolet,Corvette C8 Stingray,2020,Azul eléctrico,88100.0,498,3.03,EE.UU.,1G1J6JEESXM18TCAA
McLaren,720S,2018,Azul,231300.0,725,2.79,Reino Unido,SBMVHMMT45G2J8T2P
Ferrari,488 GTB,2021,Rojo,203900.0,672,2.89,Italia,ZFF678U12C3DPRS51
Chevrolet,Corvette C8 Z06,2024,Azul,159100.0,671,2.78,EE.UU.,1G16BDGMN3UZBU6YY
Nissan,GT-R Nismo,2022,Negro,202300.0,602,2.63,Japón,JN1J27FK0VCMKFX8T
Ferrari,F8 Tributo,2023,Amarillo,314500.0,728,2.94,Italia,ZFF36PV13ZP4JJB1V
Bugatti,Chiron,2022,Rojo burdeos,2522900.0,1492,2.36,Francia,VF9RJW5J9PRF9M6J1
Aston Martin,Vantage,2024,Azul,142000.0,487,3.41,Reino Unido,SCFBC6BEJ9US3T1X9
Chevrolet,Corvette C8 Z06,2024,Naranja,101500.0,659,2.6,EE.UU.,1G1DKEELPF81J0NT7
Porsche,911 GT3 (992),2024,Blanco,168800.0,526,3.53,Alemania,WP019SN9UH5RRNT4D
Ferrari,488 GTB,2017,Azul,295300.0,645,2.92,Italia,ZFFLM7GCHS9FKZH21
Porsche,911 Turbo S (992),2020,Gris mate,233300.0,666,2.62,Alemania,WP0ZUSR437RZC45CM
Ferrari,488 GTB,2019,Amarillo,191200.0,675,3.01,Italia,ZFFJ4L3WTBCVT93PE
Bugatti,Chiron,2023,Verde lima,3250000.0,1496,2.37,Francia,VF9JSA3V8ST88N15Y
Audi,R8 V10 Performance,2023,Amarillo,250400.0,650,2.97,Alemania,WUAG1SG4CCCWE58LN
Porsche,911 Turbo S (992),2023,Amarillo,299000.0,648,2.78,Alemania,WP0W5W0DA65A0R7EU
McLaren,570S,2023,Rojo burdeos,176800.0,589,2.9,Reino Unido,SBMNR7CDV4JKG3AL3
Porsche,911 GT3 (992),2021,Amarillo,172100.0,525,3.47,Alemania,WP0UHJ3FVDG6SX69W
Audi,R8 V10 Performance,2020,Gris mate,212100.0,615,3.04,Alemania,WUA5YB6CGTAMYVEUE
McLaren,570S,2017,Azul eléctrico,151300.0,572,3.37,Reino Unido,SBMLT1MEV1YUS7WX3
Chevrolet,Corvette C8 Z06,2023,Rojo,160600.0,681,2.59,EE.UU.,1G1P0R95ABENLA5SP
Ferrari,488 GTB,2022,Amarillo,195900.0,659,3.03,Italia,ZFFGS94B48LSW2HFU
Aston Martin,Vantage,2018,Blanco,172000.0,516,3.36,Reino Unido,SCF2EUGZJ8KMZ45JN
BMW,M4 Competition (G82),2021,Gris mate,87300.0,508,3.8,Alemania,WBSV5NBFSVRXCB1VH
Chevrolet,Corvette C8 Z06,2024,Verde lima,167200.0,677,2.4,EE.UU.,1G1YR9UZY98LCY2L0
Chevrolet,Corvette C8 Z06,2023,Blanco,115000.0,678,2.59,EE.UU.,1G13H1PRRMW217AHB
Aston Martin,DBS Superleggera,2021,Rojo burdeos,301000.0,732,3.32,Reino Unido,SCFSC8NJBF8HSEC6M
Chevrolet,Corvette C8 Z06,2024,Naranja,147300.0,687,2.73,EE.UU.,1G1MXBMRAASEEMP6E
Lamborghini,Aventador S,2024,Azul eléctrico,264100.0,726,2.86,Italia,ZHWGRL1LYJGE0CK7Z
Lamborghini,Huracán EVO,2022,Rojo burdeos,222400.0,668,2.95,Italia,ZHWXA3CMFH25PDSK5
Aston Martin,DBS Superleggera,2019,Naranja,293200.0,723,3.46,Reino Unido,SCFPDTX6FUVL21H96
Aston Martin,Vantage,2018,Blanco,146900.0,501,3.8,Reino Unido,SCFBWR7X38X0HP8FZ
Chevrolet,Corvette C8 Stingray,2023,Gris,105800.0,469,3.15,EE.UU.,1G13LZTVVHKA8YMZM
Bugatti,Chiron,2022,Blanco,2412300.0,1492,2.29,Francia,VF9LJBZ8K75UM1802
Ferrari,F8 Tributo,2020,Amarillo,226800.0,727,2.99,Italia,ZFFF87LL4D0LMX2DU
Porsche,911 Turbo S (992),2022,Azul eléctrico,204300.0,635,2.66,Alemania,WP0RRY9YEUVVJT908
Chevrolet,Corvette C8 Stingray,2022,Azul,81300.0,520,2.71,EE.UU.,1G14DB68C48C90K53
Chevrolet,Corvette C8 Z06,2023,Gris,98000.0,638,2.68,EE.UU.,1G1GYADWN1AXS5WBB
Chevrolet,Corvette C8 Stingray,2022,Verde lima,89700.0,482,3.01,EE.UU.,1G18R92L95ZWRF6S3
Porsche,911 Turbo S (992),2023,Naranja,161000.0,636,2.64,Alemania,WP04WDCVDB1LBB9DT
Porsche,911 Turbo S (992),2024,Amarillo,245400.0,673,2.65,Alemania,WP0KF9FALPFDLKHT7
Audi,R8 V10 Performance,2024,Verde lima,175300.0,599,3.08,Alemania,WUAEASJF1MGGY7BVV
Ferrari,488 GTB,2018,Gris mate,251000.0,674,3.07,Italia,ZFFWY7DYL8F89168P
Chevrolet,Corvette C8 Z06,2023,Azul eléctrico,106500.0,672,2.67,EE.UU.,1G1CB22GYWZZVNDPZ
Chevrolet,Corvette C8 Stingray,2020,Azul,86200.0,504,3.16,EE.UU.,1G11HKFR5L7W4NAD5
Ferrari,488 GTB,2017,Rojo burdeos,189200.0,673,3.03,Italia,ZFFN15KCXHZC3C0TX
Lamborghini,Huracán EVO,2020,Gris,299000.0,645,3.06,Italia,ZHW3997DA7WTW8375
Lamborghini,Aventador S,2019,Naranja,384700.0,762,2.99,Italia,ZHW272V8MVFCD2JCU
Chevrolet,Corvette C8 Z06,2024,Azul eléctrico,127600.0,660,2.83,EE.UU.,1G169JB65J1S8M0L8
Porsche,911 GT3 (992),2021,Rojo burdeos,174300.0,496,3.3,Alemania,WP0CPNR40DN8Y16EW
Lamborghini,Aventador S,2022,Gris,410900.0,746,2.96,Italia,ZHWK8D1G4919X3U7P
Porsche,911 Turbo S (992),2022,Rojo,235700.0,642,2.55,Alemania,WP0A3V5UU1TE88J6M
Aston Martin,DBS Superleggera,2023,Rojo,309900.0,723,3.64,Reino Unido,SCFEJ2F371PSYVPUK
Lamborghini,Huracán EVO,2021,Blanco,263400.0,620,2.79,Italia,ZHWJUBFGX68GWU072
Ferrari,F8 Tributo,2019,Gris,249100.0,723,2.69,Italia,ZFFE6VSH5YAU206PV
Lamborghini,Aventador S,2018,Blanco,360500.0,740,2.92,Italia,ZHW3W5CZ2TV6F3WEM
Lamborghini,Huracán EVO,2021,Verde lima,208500.0,667,2.86,Italia,ZHWKCSB7C11UBNNVU
Nissan,GT-R Nismo,2017,Amarillo,171000.0,639,2.68,Japón,JN10MCCSAVGUSU95N
Lamborghini,Huracán EVO,2019,Rojo,217800.0,612,2.87,Italia,ZHWHSTU6KM1473VYW
Lamborghini,Aventador S,2021,Rojo burdeos,342500.0,724,2.93,Italia,ZHWF4H0LF4LB2GZ2K
Audi,R8 V10 Performance,2024,Azul,147000.0,634,3.05,Alemania,WUA4CWV7TRJ6TR69D
Audi,R8 V10 Performance,2022,Rojo burdeos,219700.0,592,3.09,Alemania,WUAHFEBLUBDZJ7V04
Bugatti,Chiron,2016,Azul,3049500.0,1508,2.51,Francia,VF9W3ZWA65T3A1G65
McLaren,570S,2024,Rojo burdeos,222400.0,568,3.07,Reino Unido,SBMZZV975V1ZJZ14S
Bugatti,Chiron,2021,Azul eléctrico,2520200.0,1497,2.46,Francia,VF9ZEVZPV0B31G2TX
Aston Martin,DBS Superleggera,2024,Naranja,283100.0,709,3.35,Reino Unido,SCFCR5KS55AZYHAUZ
Porsche,911 GT3 (992),2024,Gris mate,133000.0,486,3.45,Alemania,WP03H2NE7G5U7NU2Y
McLaren,570S,2023,Azul eléctrico,210900.0,543,3.24,Reino Unido,SBMEMRN6WSBJ2TJRR
McLaren,570S,2023,Negro,169800.0,563,2.92,Reino Unido,SBM94V09M6R9ANFTH
Porsche,911 GT3 (992),2022,Negro,190200.0,515,3.71,Alemania,WP0SZE2U8GSX9V4U1
Lamborghini,Huracán EVO,2024,Azul,246900.0,645,2.92,Italia,ZHWNADT6EDXT0MBF2
Bugatti,Chiron,2022,Blanco,2904400.0,1500,2.34,Francia,VF91APHKY9G76UL2C
Aston Martin,Vantage,2021,Verde lima,119900.0,506,3.81,Reino Unido,SCF48G20SW96H5VHT
Lamborghini,Aventador S,2019,Gris,252300.0,755,2.95,Italia,ZHWRGUFSVKZRK5LMG
Aston Martin,DBS Superleggera,2022,Gris mate,296100.0,727,3.36,Reino Unido,SCFB3XPFR2N74X5U3
McLaren,570S,2023,Gris,159200.0,576,3.27,Reino Unido,SBMDTLFT86ZGLP3RY
Ferrari,488 GTB,2017,Negro,222300.0,689,3.05,Italia,ZFFGB3JRRHUUYT3LU
Bugatti,Chiron,2020,Blanco,3090800.0,1490,2.52,Francia,VF9UPYVM1VKLECZ1U
Porsche,911 GT3 (992),2024,Naranja,188500.0,511,3.61,Alemania,WP0BTMJ36SMNE30UA
Porsche,911 Turbo S (992),2021,Verde lima,243400.0,665,2.75,Alemania,WP0UXXKS8L4R165BH
Lamborghini,Aventador S,2021,Azul eléctrico,407600.0,768,3.04,Italia,ZHWR3006XSXY8C5BN
BMW,M4 Competition (G82),2023,Verde lima,86500.0,488,4.13,Alemania,WBS8TGAU497A3DGEX
Aston Martin,DBS Superleggera,2024,Azul eléctrico,244800.0,727,3.51,Reino Unido,SCF3WNAPGZBK87EZL
Bugatti,Chiron,2020,Rojo,2977700.0,1492,2.27,Francia,VF92UGKPJWM9C478C
Porsche,911 GT3 (992),2024,Gris mate,182200.0,550,3.26,Alemania,WP05VVSDFJAYA1CRA
Lamborghini,Huracán EVO,2019,Gris mate,210700.0,658,2.99,Italia,ZHW34RF2GMC2RELZ9
Bugatti,Chiron,2016,Rojo,2946100.0,1492,2.34,Francia,VF96Z4SVXZJZ4UNBH
Bugatti,Chiron,2021,Negro,3058200.0,1475,2.4,Francia,VF9GU3DP4XDV60LF7
Porsche,911 GT3 (992),2024,Rojo burdeos,168200.0,473,3.33,Alemania,WP0UZ93KLX8X6HV8G
Chevrolet,Corvette C8 Z06,2024,Negro,178100.0,669,2.72,EE.UU.,1G1BH8DEVAFF697Y1
Chevrolet,Corvette C8 Z06,2023,Azul eléctrico,150600.0,678,2.67,EE.UU.,1G1Z3DA97270BEB01
Lamborghini,Huracán EVO,2022,Gris,198200.0,633,2.86,Italia,ZHW721ZXR705JCPR5
Aston Martin,Vantage,2020,Gris mate,175900.0,532,3.67,Reino Unido,SCFF5Z3XHT8CLKTL6
Ferrari,F8 Tributo,2019,Verde lima,261500.0,713,3.1,Italia,ZFFSB0PHMRV4M12UU
Chevrolet,Corvette C8 Z06,2024,Negro,170200.0,664,2.72,EE.UU.,1G155EJ0VL6SHX20P
McLaren,720S,2021,Azul eléctrico,281000.0,722,2.76,Reino Unido,SBM9RSARW0EU7XY4P
Ferrari,488 GTB,2016,Rojo burdeos,256700.0,656,3.12,Italia,ZFFWR1F8158UNWBR0
Aston Martin,Vantage,2018,Rojo burdeos,155800.0,525,3.75,Reino Unido,SCFP84WPMZL7WYWJ5
Porsche,911 GT3 (992),2022,Negro,194500.0,495,3.41,Alemania,WP05S8UHBA9XMZ4V3
Bugatti,Chiron,2018,Amarillo,2147700.0,1505,2.38,Francia,VF9NJPY2LUZ8098PY
Ferrari,488 GTB,2021,Azul,238700.0,669,2.98,Italia,ZFFMTH3WAD8HXBZAL
Bugatti,Chiron,2024,Gris mate,2505100.0,1495,2.45,Francia,VF9BAGVF58T4RP0X4
Ferrari,F8 Tributo,2019,Amarillo,218900.0,728,2.62,Italia,ZFF7P0BW65LBU52PE
BMW,M4 Competition (G82),2022,Rojo,106400.0,491,4.05,Alemania,WBS2W4UL00XG5ZKLJ
McLaren,570S,2024,Azul eléctrico,160800.0,573,3.14,Reino Unido,SBMDTN8GHX7T5Z9XC
Aston Martin,Vantage,2024,Amarillo,150800.0,503,3.62,Reino Unido,SCF2GM29NSEB4WJDP
BMW,M4 Competition (G82),2022,Gris,106100.0,509,4.1,Alemania,WBS3SHU2UVCEGKZCK
Porsche,911 Turbo S (992),2022,Gris,252600.0,638,2.66,Alemania,WP083MM3VVH3SPVMN
Lamborghini,Huracán EVO,2019,Rojo burdeos,236000.0,630,2.99,Italia,ZHW2ML62YK16E656W
Chevrolet,Corvette C8 Z06,2023,Naranja,174500.0,679,2.99,EE.UU.,1G1MJVR3BA1SPELH5
Porsche,911 Turbo S (992),2022,Rojo burdeos,219100.0,682,2.7,Alemania,WP0N30AT35L7MDBNG
BMW,M4 Competition (G82),2021,Verde lima,84500.0,502,3.79,Alemania,WBSJ2Y6VC8W3NP1E4
Ferrari,F8 Tributo,2021,Rojo,312500.0,735,2.91,Italia,ZFFD70HN82DU2ZJ44
Aston Martin,Vantage,2019,Gris mate,122300.0,504,3.42,Reino Unido,SCFMBNNFPM92PR423
Nissan,GT-R Nismo,2020,Rojo burdeos,153800.0,619,2.76,Japón,JN1U34RVXG2FXZH8D
McLaren,720S,2022,Azul,246200.0,710,2.81,Reino Unido,SBM10SYWRAML0DAN0
Lamborghini,Huracán EVO,2022,Naranja,223000.0,596,2.91,Italia,ZHWJ6WGB3B9EEKM64
Ferrari,488 GTB,2015,Gris mate,230900.0,677,3.0,Italia,ZFFT2NF0TZGF0975R
Chevrolet,Corvette C8 Z06,2024,Verde lima,138200.0,645,2.77,EE.UU.,1G1MVLB5AUKAS2EFT
Porsche,911 Turbo S (992),2021,Verde lima,161400.0,649,2.77,Alemania,WP0PNB4GWW180V75N
Porsche,911 Turbo S (992),2021,Amarillo,252300.0,654,2.9,Alemania,WP0A4N7Y0P6U67ZUD
Chevrolet,Corvette C8 Stingray,2024,Blanco,104800.0,495,2.92,EE.UU.,1G1WXA6R23MFXD4R9
Audi,R8 V10 Performance,2021,Rojo,196900.0,642,2.97,Alemania,WUA6Z8AXA03BDJ8E8
Porsche,911 GT3 (992),2023,Verde lima,194500.0,548,3.45,Alemania,WP0HD874TPC08082D
Ferrari,F8 Tributo,2020,Verde lima,305100.0,716,3.09,Italia,ZFFYN86FPC28Z5TM3
Nissan,GT-R Nismo,2024,Rojo,208900.0,624,2.8,Japón,JN1NEVWWNS6E841A5
Nissan,GT-R Nismo,2018,Gris,201100.0,589,2.6,Japón,JN12AD71GFH4RSA95
McLaren,720S,2017,Azul eléctrico,244800.0,719,3.02,Reino Unido,SBM3PSPTSW2RES95Z
Chevrolet,Corvette C8 Z06,2024,Negro,108200.0,667,2.73,EE.UU.,1G12VUSCKCETN0KRA
BMW,M4 Competition (G82),2024,Naranja,127000.0,497,3.99,Alemania,WBSU75J9GDT8MLH96
Ferrari,F8 Tributo,2023,Amarillo,338000.0,703,2.87,Italia,ZFFT9FK5RGECMF8JW
Porsche,911 Turbo S (992),2022,Azul eléctrico,197100.0,647,2.84,Alemania,WP0FEFGC2F45PYS1P
Bugatti,Chiron,2020,Verde lima,2383700.0,1488,2.5,Francia,VF9MWSHMCPFUPXHSR
Chevrolet,Corvette C8 Z06,2023,Negro,138200.0,637,2.74,EE.UU.,1G185BMJP10MKZ5MB
Chevrolet,Corvette C8 Z06,2024,Negro,165600.0,659,2.64,EE.UU.,1G1VB7F0WH8FP7HBR
Lamborghini,Aventador S,2021,Gris mate,332400.0,733,2.99,Italia,ZHWCFAT7KLKD3VTEW
McLaren,570S,2016,Verde lima,195800.0,596,3.36,Reino Unido,SBMNA975PV5HLADPH
Porsche,911 Turbo S (992),2023,Negro,260700.0,648,2.46,Alemania,WP0HY37YCA1TM9EVW
BMW,M4 Competition (G82),2022,Verde lima,93600.0,521,3.99,Alemania,WBS07H32N9V41PL22
Ferrari,488 GTB,2017,Naranja,220200.0,656,3.12,Italia,ZFF4KBLWC7U1KE7DS
Lamborghini,Huracán EVO,2022,Rojo burdeos,247100.0,631,2.9,Italia,ZHWNN9SB1BYFN8PND
McLaren,570S,2022,Azul,203100.0,572,3.24,Reino Unido,SBMCB0JPXENE8EUU5
Chevrolet,Corvette C8 Stingray,2023,Rojo,93600.0,512,2.98,EE.UU.,1G1ZBRY7ZACR260Y7
Porsche,911 GT3 (992),2022,Azul eléctrico,206100.0,513,3.31,Alemania,WP0B5YUGGSXCLVG89
McLaren,720S,2019,Naranja,338000.0,758,2.86,Reino Unido,SBMZ16JG9N9BBNS3R
Porsche,911 Turbo S (992),2022,Azul,186800.0,645,2.77,Alemania,WP0P3RFXF473HSYH6
McLaren,570S,2019,Amarillo,194800.0,592,3.21,Reino Unido,SBML904ERBS3ZJSEX
Chevrolet,Corvette C8 Stingray,2022,Verde lima,97700.0,514,2.92,EE.UU.,1G12PLG4B4P5UH44M
Aston Martin,DBS Superleggera,2023,Gris,296800.0,723,3.41,Reino Unido,SCFDLVYNB3X081GAU
Porsche,911 Turbo S (992),2023,Amarillo,218500.0,647,2.68,Alemania,WP0859K4CFUSWWS2X
McLaren,720S,2019,Naranja,282200.0,734,2.96,Reino Unido,SBMVR1WMXTNFDKC75
Chevrolet,Corvette C8 Z06,2024,Naranja,151900.0,663,2.66,EE.UU.,1G1E792A74N1NYRHJ
BMW,M4 Competition (G82),2022,Gris,104800.0,514,3.81,Alemania,WBSWSKKUYSKVVK5TC
Chevrolet,Corvette C8 Z06,2023,Negro,125900.0,670,2.8,EE.UU.,1G1M21TFNLEXC2RHU
Porsche,911 Turbo S (992),2022,Naranja,267800.0,666,2.67,Alemania,WP0RELD3PW0BPN7AA
BMW,M4 Competition (G82),2023,Azul,105300.0,524,3.83,Alemania,WBS5LJMSNJTUFKMGJ
McLaren,570S,2024,Amarillo,244500.0,566,3.29,Reino Unido,SBMSFFGHVJEHTG1A9
McLaren,570S,2021,Naranja,197500.0,584,3.3,Reino Unido,SBMXDH6FA60V83B7X
Ferrari,F8 Tributo,2021,Gris mate,281500.0,707,2.91,Italia,ZFFTPMX882F02KHUK
Chevrolet,Corvette C8 Z06,2023,Rojo burdeos,134900.0,659,2.76,EE.UU.,1G1319N687DWMSNSC
Aston Martin,DBS Superleggera,2022,Gris,337700.0,707,3.32,Reino Unido,SCF5D4GPKCGLSRE54
McLaren,570S,2015,Azul,175600.0,537,3.34,Reino Unido,SBMJBCTA82FCKWJBG
Nissan,GT-R Nismo,2023,Gris,176700.0,602,2.86,Japón,JN1ZS12L9HR395YVJ
Lamborghini,Huracán EVO,2019,Negro,234800.0,661,2.82,Italia,ZHWDL39EP3AAHUSMB
BMW,M4 Competition (G82),2022,Azul,100600.0,510,3.71,Alemania,WBS89E0818MS6DD0E
Ferrari,488 GTB,2022,Verde lima,267000.0,645,3.02,Italia,ZFF47UWP0VU9XNLF3
Porsche,911 Turbo S (992),2021,Azul,299000.0,647,2.81,Alemania,WP0GYAF1DH828JW41
Lamborghini,Huracán EVO,2020,Gris mate,235800.0,652,2.83,Italia,ZHW8J3P3VTGW6XYLG
Nissan,GT-R Nismo,2018,Rojo,144200.0,621,2.93,Japón,JN1RPEV9X9MZ4B9L2
Aston Martin,DBS Superleggera,2020,Negro,326700.0,707,3.25,Reino Unido,SCFZ9FYFCV4B68553
Lamborghini,Aventador S,2023,Rojo burdeos,428300.0,702,2.84,Italia,ZHW34W3YJ2E9N6GNB
Aston Martin,DBS Superleggera,2018,Verde lima,196000.0,731,3.38,Reino Unido,SCF6BB9YRGFEWBA1P
Aston Martin,Vantage,2023,Negro,176200.0,514,3.65,Reino Unido,SCFRCC0CCJJKV1KZY
Aston Martin,DBS Superleggera,2024,Naranja,283500.0,745,3.53,Reino Unido,SCF0PRZN4LCVYGBSU
McLaren,720S,2021,Naranja,257700.0,736,3.11,Reino Unido,SBMVYXLAAN91T5SN5
Porsche,911 GT3 (992),2023,Rojo burdeos,175800.0,495,3.42,Alemania,WP0A9J74LTD29LLSE
Nissan,GT-R Nismo,2016,Rojo burdeos,205700.0,601,2.98,Japón,JN1JB2UR4MGZ1M6CD
Lamborghini,Aventador S,2017,Rojo,414300.0,720,2.93,Italia,ZHWHEA45B96B4PJZ7
Chevrolet,Corvette C8 Stingray,2023,Negro,73900.0,466,2.94,EE.UU.,1G1067LG3RKK802RB
Audi,R8 V10 Performance,2020,Blanco,223600.0,615,2.96,Alemania,WUALRSJSK7U8DJB79
Nissan,GT-R Nismo,2015,Rojo,191800.0,603,2.73,Japón,JN1JAGD7JYZ75XV9T
Bugatti,Chiron,2018,Azul eléctrico,2290800.0,1503,2.27,Francia,VF9C713EUUT1A030N
McLaren,720S,2018,Rojo,273600.0,720,2.75,Reino Unido,SBML2LBHFF0NATA33
BMW,M4 Competition (G82),2022,Verde lima,113900.0,524,3.75,Alemania,WBSUFEBDZRDDXT5ZM
Lamborghini,Aventador S,2023,Naranja,424700.0,769,2.69,Italia,ZHWSW6FUK604C9ZAC
McLaren,570S,2023,Azul eléctrico,174000.0,557,3.19,Reino Unido,SBMENBW4XL1SXYR62
Nissan,GT-R Nismo,2024,Azul eléctrico,197900.0,601,2.61,Japón,JN16HF48WVT7WZ7NT
McLaren,570S,2022,Naranja,183900.0,562,3.1,Reino Unido,SBM19SRPSRAN68LVD
Aston Martin,Vantage,2020,Azul,171100.0,495,3.49,Reino Unido,SCFHU0VK81VHX9TUK
Lamborghini,Huracán EVO,2022,Verde lima,185100.0,634,2.91,Italia,ZHW10WKYGNJSH4ZCZ
Aston Martin,Vantage,2023,Blanco,153600.0,523,3.69,Reino Unido,SCFDS6RJ1GJL0AZS0
Aston Martin,DBS Superleggera,2018,Naranja,275400.0,741,3.46,Reino Unido,SCFS8W2SSJ31BHGN6
McLaren,570S,2015,Blanco,173400.0,601,3.2,Reino Unido,SBMXKFXG6NTF09VP0
Ferrari,F8 Tributo,2021,Gris,260000.0,716,2.94,Italia,ZFFS6ND1NRJ6GCVJU
BMW,M4 Competition (G82),2021,Gris mate,76200.0,494,3.84,Alemania,WBS7XAT217DUP73EH
Aston Martin,Vantage,2019,Rojo burdeos,208000.0,513,3.5,Reino Unido,SCF2SXHMUSPAK2R98
Lamborghini,Aventador S,2019,Blanco,262800.0,734,3.0,Italia,ZHWUBBB70MFDJV1GY
Aston Martin,Vantage,2022,Negro,162900.0,493,3.48,Reino Unido,SCFLPEULA6EEL0Y58
Aston Martin,Vantage,2024,Rojo burdeos,190000.0,503,3.7,Reino Unido,SCF30FS8B54XF9WYA
Nissan,GT-R Nismo,2022,Azul,155000.0,614,2.82,Japón,JN1NLLLABKAN8L6S7
Aston Martin,DBS Superleggera,2018,Azul eléctrico,266600.0,704,3.41,Reino Unido,SCF3PK5GVWKHXEPDN
Porsche,911 GT3 (992),2023,Amarillo,245400.0,512,3.33,Alemania,WP0W7NKWCGJD2MEYZ
Ferrari,488 GTB,2016,Azul,243000.0,671,3.06,Italia,ZFFFBU2ZXZB4NBXXC
Ferrari,488 GTB,2017,Blanco,284700.0,676,2.97,Italia,ZFF4LB7VKTLDLEXZ3
Lamborghini,Aventador S,2020,Negro,300600.0,710,2.88,Italia,ZHWHRY5XVRAS4KEDS
Porsche,911 GT3 (992),2024,Gris mate,170500.0,528,3.27,Alemania,WP0UGM31273MXE1EM
Porsche,911 Turbo S (992),2022,Negro,187800.0,655,2.73,Alemania,WP0AJRHZKWPVAPYMN
Porsche,911 GT3 (992),2021,Naranja,174200.0,498,3.59,Alemania,WP094VW48KCV5W0MK
Bugatti,Chiron,2019,Gris,2665600.0,1524,2.3,Francia,VF9YAS65BD1DZMU75
McLaren,570S,2023,Amarillo,137100.0,544,2.93,Reino Unido,SBMHM01A6VW3PL9UU
McLaren,720S,2022,Azul eléctrico,322000.0,725,3.11,Reino Unido,SBM1W0LC8S177F50F
Porsche,911 GT3 (992),2023,Naranja,133000.0,525,3.61,Alemania,WP0LN7FU23L6Z72JL
Ferrari,F8 Tributo,2019,Blanco,254200.0,729,2.83,Italia,ZFFYDRS8V5DNZSFDN
McLaren,570S,2015,Gris mate,180400.0,560,3.21,Reino Unido,SBMMLU5PJVF5MRRFY
Porsche,911 Turbo S (992),2021,Gris,255200.0,633,2.87,Alemania,WP028ZFXYBW1ATRT0
Aston Martin,DBS Superleggera,2022,Amarillo,262000.0,735,3.49,Reino Unido,SCFRGG4T426WLDMKT
Bugatti,Chiron,2024,Azul eléctrico,2672200.0,1514,2.43,Francia,VF908YD0G9YTDU8Z6
Bugatti,Chiron,2023,Amarillo,2080400.0,1507,2.28,Francia,VF9ELD1T2TYSG0BBZ
